Date,Time,Open,High,Low,Close
2024/7/15,11:00:00,23865,23916,23861,23889
2024/7/15,11:15:00,23889,23907,23879,23900
2024/7/15,11:30:00,23902,23905,23841,23851
2024/7/15,11:45:00,23850,23870,23829,23836
2024/7/15,12:00:00,23838,23859,23825,23846
2024/7/15,12:15:00,23846,23871,23819,23862
2024/7/15,12:30:00,23864,23888,23857,23866
2024/7/15,12:45:00,23866,23874,23847,23860
2024/7/15,13:00:00,23858,23860,23825,23836
2024/7/15,13:15:00,23833,23846,23823,23831
2024/7/15,13:30:00,23832,23859,23825,23853
2024/7/16,08:45:00,23830,23906,23824,23882
2024/7/16,09:00:00,23882,23952,23877,23897
2024/7/16,09:15:00,23896,23960,23869,23927
2024/7/16,09:30:00,23926,23948,23876,23878
2024/7/16,09:45:00,23879,23995,23856,23988
2024/7/16,10:00:00,23989,24158,23987,24158
2024/7/16,10:15:00,24157,24172,24099,24119
2024/7/16,10:30:00,24118,24156,24113,24142
2024/7/16,10:45:00,24143,24182,24140,24142
2024/7/16,11:00:00,24141,24149,24016,24033
2024/7/16,11:15:00,24035,24050,24010,24027
2024/7/16,11:30:00,24027,24052,23983,23993
2024/7/16,11:45:00,23993,24019,23913,23918
2024/7/16,12:00:00,23921,23995,23910,23987
2024/7/16,12:15:00,23985,23994,23937,23940
2024/7/16,12:30:00,23938,23974,23928,23958
2024/7/16,12:45:00,23959,23992,23947,23979
2024/7/16,13:00:00,23977,23985,23931,23939
2024/7/16,13:15:00,23937,23965,23920,23963
2024/7/16,13:30:00,23961,24002,23952,24002
2024/7/17,08:45:00,23980,24000,23717,23850
2024/7/17,09:00:00,23850,23886,23750,23791
2024/7/17,09:15:00,23791,23958,23781,23928
2024/7/17,09:30:00,23926,23979,23896,23964
2024/7/17,09:45:00,23963,23978,23940,23945
2024/7/17,10:00:00,23944,23963,23873,23915
2024/7/17,10:15:00,23915,23965,23907,23927
2024/7/17,10:30:00,23927,23974,23922,23958
2024/7/17,10:45:00,23957,23990,23945,23952
2024/7/17,11:00:00,23953,23959,23893,23914
2024/7/17,11:15:00,23913,23918,23824,23865
2024/7/17,11:30:00,23863,23883,23808,23810
2024/7/17,11:45:00,23811,23833,23770,23816
2024/7/17,12:00:00,23818,23828,23772,23786
2024/7/17,12:15:00,23788,23818,23783,23792
2024/7/17,12:30:00,23792,23799,23669,23674
2024/7/17,12:45:00,23674,23687,23647,23664
2024/7/17,13:00:00,23665,23712,23650,23664
2024/7/17,13:15:00,23662,23685,23660,23679
2024/7/18,08:45:00,23294,23382,23278,23298
2024/7/18,09:00:00,23297,23358,23154,23230
2024/7/18,09:15:00,23232,23397,23228,23391
2024/7/18,09:30:00,23392,23419,23333,23357
2024/7/18,09:45:00,23355,23408,23311,23344
2024/7/18,10:00:00,23346,23361,23304,23316
2024/7/18,10:15:00,23314,23317,23213,23232
2024/7/18,10:30:00,23233,23272,23187,23259
2024/7/18,10:45:00,23259,23303,23232,23277
2024/7/18,11:00:00,23279,23292,23237,23253
2024/7/18,11:15:00,23251,23256,23225,23239
2024/7/18,11:30:00,23239,23275,23217,23272
2024/7/18,11:45:00,23272,23346,23268,23309
2024/7/18,12:00:00,23307,23365,23307,23329
2024/7/18,12:15:00,23328,23332,23289,23322
2024/7/18,12:30:00,23319,23336,23304,23320
2024/7/18,12:45:00,23321,23390,23312,23357
2024/7/18,13:00:00,23357,23393,23357,23378
2024/7/18,13:15:00,23377,23398,23360,23398
2024/7/18,13:30:00,23398,23444,23377,23383
2024/7/19,08:45:00,23148,23180,23071,23117
2024/7/19,09:00:00,23118,23185,23054,23070
2024/7/19,09:15:00,23071,23125,23012,23094
2024/7/19,09:30:00,23095,23133,23040,23051
2024/7/19,09:45:00,23051,23080,22934,22956
2024/7/19,10:00:00,22957,23013,22911,22918
2024/7/19,10:15:00,22920,22938,22853,22878
2024/7/19,10:30:00,22881,23060,22866,23042
2024/7/19,10:45:00,23043,23082,22995,23000
2024/7/19,11:00:00,22998,23019,22958,22962
2024/7/19,11:15:00,22962,23006,22935,22970
2024/7/19,11:30:00,22969,23014,22963,23011
2024/7/19,11:45:00,23010,23034,22965,23023
2024/7/19,12:00:00,23023,23040,22997,23007
2024/7/19,12:15:00,23008,23013,22950,22959
2024/7/19,12:30:00,22958,22992,22940,22964
2024/7/19,12:45:00,22963,22970,22922,22961
2024/7/19,13:00:00,22961,22964,22900,22901
2024/7/19,13:15:00,22901,22920,22886,22909
2024/7/19,13:30:00,22909,22940,22893,22909
2024/7/22,08:45:00,22859,22906,22811,22846
2024/7/22,09:00:00,22845,22854,22611,22646
2024/7/22,09:15:00,22647,22654,22496,22507
2024/7/22,09:30:00,22507,22559,22416,22529
2024/7/22,09:45:00,22528,22531,22260,22331
2024/7/22,10:00:00,22330,22407,22252,22355
2024/7/22,10:15:00,22357,22376,22184,22230
2024/7/22,10:30:00,22230,22409,22218,22327
2024/7/22,10:45:00,22325,22409,22324,22377
2024/7/22,11:00:00,22378,22493,22378,22400
2024/7/22,11:15:00,22403,22455,22368,22373
2024/7/22,11:30:00,22372,22408,22309,22316
2024/7/22,11:45:00,22317,22386,22305,22325
2024/7/22,12:00:00,22325,22368,22320,22365
2024/7/22,12:15:00,22366,22405,22322,22355
2024/7/22,12:30:00,22358,22405,22321,22354
2024/7/22,12:45:00,22355,22448,22347,22418
2024/7/22,13:00:00,22418,22445,22380,22395
2024/7/22,13:15:00,22394,22426,22370,22371
2024/7/22,13:30:00,22371,22411,22364,22379
2024/7/23,08:45:00,22600,22667,22571,22653
2024/7/23,09:00:00,22655,22777,22618,22776
2024/7/23,09:15:00,22774,22795,22727,22789
2024/7/23,09:30:00,22789,22828,22734,22772
2024/7/23,09:45:00,22768,22785,22705,22763
2024/7/23,10:00:00,22765,22793,22744,22758
2024/7/23,10:15:00,22759,22791,22726,22789
2024/7/23,10:30:00,22789,22806,22781,22796
2024/7/23,10:45:00,22798,22811,22771,22781
2024/7/23,11:00:00,22784,22840,22782,22792
2024/7/23,11:15:00,22792,22797,22761,22796
2024/7/23,11:30:00,22795,22823,22790,22793
2024/7/23,11:45:00,22793,22845,22790,22838
2024/7/23,12:00:00,22839,22852,22828,22850
2024/7/23,12:15:00,22850,22851,22833,22848
2024/7/23,12:30:00,22848,22851,22784,22790
2024/7/23,12:45:00,22790,22814,22785,22804
2024/7/23,13:00:00,22805,22831,22797,22829
2024/7/23,13:15:00,22829,22864,22819,22855
2024/7/23,13:30:00,22855,22871,22829,22830
2024/7/26,08:45:00,22028,22049,21945,21972
2024/7/26,09:00:00,21972,22148,21918,22142
2024/7/26,09:15:00,22141,22144,22005,22025
2024/7/26,09:30:00,22026,22098,21981,22033
2024/7/26,09:45:00,22033,22052,21962,22012
2024/7/26,10:00:00,22012,22093,21993,22079
2024/7/26,10:15:00,22079,22156,22062,22116
2024/7/26,10:30:00,22119,22140,22093,22110
2024/7/26,10:45:00,22105,22150,22101,22119
2024/7/26,11:00:00,22119,22144,22065,22069
2024/7/26,11:15:00,22069,22121,22069,22116
2024/7/26,11:30:00,22116,22121,22056,22086
2024/7/26,11:45:00,22085,22106,22064,22080
2024/7/26,12:00:00,22080,22103,22068,22084
2024/7/26,12:15:00,22087,22114,22073,22108
2024/7/26,12:30:00,22109,22116,22085,22088
2024/7/26,12:45:00,22087,22109,22080,22103
2024/7/26,13:00:00,22102,22105,22073,22086
2024/7/26,13:15:00,22085,22131,22085,22123
2024/7/26,13:30:00,22125,22128,22084,22095
2024/7/29,08:45:00,22430,22496,22412,22473
2024/7/29,09:00:00,22473,22519,22337,22342
2024/7/29,09:15:00,22343,22394,22321,22377
2024/7/29,09:30:00,22379,22458,22346,22355
2024/7/29,09:45:00,22356,22448,22352,22432
2024/7/29,10:00:00,22432,22445,22353,22375
2024/7/29,10:15:00,22375,22380,22284,22319
2024/7/29,10:30:00,22317,22318,22245,22252
2024/7/29,10:45:00,22252,22271,22146,22230
2024/7/29,11:00:00,22233,22298,22215,22279
2024/7/29,11:15:00,22280,22293,22255,22256
2024/7/29,11:30:00,22256,22288,22244,22277
2024/7/29,11:45:00,22277,22311,22277,22289
2024/7/29,12:00:00,22287,22325,22276,22314
2024/7/29,12:15:00,22313,22322,22254,22258
2024/7/29,12:30:00,22258,22269,22227,22256
2024/7/29,12:45:00,22257,22275,22212,22232
2024/7/29,13:00:00,22233,22248,22218,22232
2024/7/29,13:15:00,22229,22240,22195,22232
2024/7/29,13:30:00,22232,22265,22221,22261
2024/7/30,08:45:00,21933,22019,21910,21999
2024/7/30,09:00:00,22001,22079,21894,22051
2024/7/30,09:15:00,22052,22075,21983,21999
2024/7/30,09:30:00,21997,22000,21888,21922
2024/7/30,09:45:00,21918,21919,21857,21875
2024/7/30,10:00:00,21875,21930,21817,21913
2024/7/30,10:15:00,21914,21929,21853,21874
2024/7/30,10:30:00,21875,21876,21809,21830
2024/7/30,10:45:00,21831,21893,21823,21870
2024/7/30,11:00:00,21870,21920,21847,21919
2024/7/30,11:15:00,21919,21982,21919,21950
2024/7/30,11:30:00,21951,22039,21925,22031
2024/7/30,11:45:00,22031,22068,22006,22047
2024/7/30,12:00:00,22047,22148,22043,22121
2024/7/30,12:15:00,22121,22199,22119,22193
2024/7/30,12:30:00,22192,22230,22158,22185
2024/7/30,12:45:00,22185,22255,22184,22252
2024/7/30,13:00:00,22251,22299,22209,22209
2024/7/30,13:15:00,22208,22264,22206,22240
2024/7/30,13:30:00,22240,22266,22214,22246
2024/7/31,08:45:00,22050,22115,22037,22067
2024/7/31,09:00:00,22067,22187,22025,22173
2024/7/31,09:15:00,22176,22199,22112,22165
2024/7/31,09:30:00,22164,22168,22013,22088
2024/7/31,09:45:00,22090,22110,22035,22076
2024/7/31,10:00:00,22072,22158,22025,22140
2024/7/31,10:15:00,22142,22285,22118,22279
2024/7/31,10:30:00,22278,22348,22256,22305
2024/7/31,10:45:00,22305,22340,22268,22271
2024/7/31,11:00:00,22272,22295,22211,22249
2024/7/31,11:15:00,22251,22275,22229,22233
2024/7/31,11:30:00,22231,22287,22227,22283
2024/7/31,11:45:00,22281,22300,22242,22299
2024/7/31,12:00:00,22296,22314,22256,22267
2024/7/31,12:15:00,22267,22272,22186,22214
2024/7/31,12:30:00,22214,22271,22208,22264
2024/7/31,12:45:00,22263,22265,22218,22230
2024/7/31,13:00:00,22231,22276,22228,22261
2024/7/31,13:15:00,22261,22288,22228,22235
2024/7/31,13:30:00,22236,22290,22228,22290
2024/8/1,08:45:00,22721,22728,22680,22690
2024/8/1,09:00:00,22689,22689,22573,22584
2024/8/1,09:15:00,22586,22651,22562,22645
2024/8/1,09:30:00,22646,22678,22585,22595
2024/8/1,09:45:00,22596,22603,22491,22555
2024/8/1,10:00:00,22556,22556,22474,22496
2024/8/1,10:15:00,22497,22583,22460,22573
2024/8/1,10:30:00,22572,22592,22542,22585
2024/8/1,10:45:00,22586,22649,22580,22618
2024/8/1,11:00:00,22619,22632,22574,22618
2024/8/1,11:15:00,22618,22646,22591,22644
2024/8/1,11:30:00,22645,22655,22614,22643
2024/8/1,11:45:00,22642,22646,22627,22636
2024/8/1,12:00:00,22638,22644,22611,22644
2024/8/1,12:15:00,22642,22654,22628,22632
2024/8/1,12:30:00,22632,22647,22602,22604
2024/8/1,12:45:00,22604,22612,22579,22583
2024/8/1,13:00:00,22585,22625,22578,22612
2024/8/1,13:15:00,22614,22640,22605,22640
2024/8/1,13:30:00,22640,22669,22622,22653
2024/8/2,08:45:00,22000,22000,21886,21911
2024/8/2,09:00:00,21911,21981,21888,21972
2024/8/2,09:15:00,21973,21996,21911,21973
2024/8/2,09:30:00,21974,22099,21923,22099
2024/8/2,09:45:00,22097,22099,21957,21961
2024/8/2,10:00:00,21963,21979,21864,21921
2024/8/2,10:15:00,21920,21922,21771,21819
2024/8/2,10:30:00,21819,21853,21750,21805
2024/8/2,10:45:00,21805,21832,21758,21820
2024/8/2,11:00:00,21819,21898,21804,21819
2024/8/2,11:15:00,21815,21847,21784,21808
2024/8/2,11:30:00,21807,21830,21773,21778
2024/8/2,11:45:00,21778,21800,21761,21782
2024/8/2,12:00:00,21783,21787,21700,21700
2024/8/2,12:15:00,21700,21783,21685,21764
2024/8/2,12:30:00,21763,21778,21674,21699
2024/8/2,12:45:00,21700,21708,21612,21635
2024/8/2,13:00:00,21635,21672,21605,21658
2024/8/2,13:15:00,21656,21662,21588,21602
2024/8/2,13:30:00,21601,21615,21508,21533
2024/8/5,08:45:00,20712,20742,20101,20395
2024/8/5,09:00:00,20395,20437,20010,20210
2024/8/5,09:15:00,20208,20269,20060,20088
2024/8/5,09:30:00,20088,20147,19832,19854
2024/8/5,09:45:00,19857,20038,19746,19963
2024/8/5,10:00:00,19964,20149,19912,20007
2024/8/5,10:15:00,20008,20275,19996,20254
2024/8/5,10:30:00,20259,20268,20061,20090
2024/8/5,10:45:00,20092,20216,20056,20106
2024/8/5,11:00:00,20107,20212,20090,20135
2024/8/5,11:15:00,20138,20149,19957,20011
2024/8/5,11:30:00,20015,20075,19934,20028
2024/8/5,11:45:00,20028,20040,19943,19962
2024/8/5,12:00:00,19963,20000,19856,19891
2024/8/5,12:15:00,19894,19904,19778,19888
2024/8/5,12:30:00,19889,19934,19705,19736
2024/8/5,12:45:00,19737,19760,19568,19571
2024/8/5,13:00:00,19574,19751,19522,19642
2024/8/5,13:15:00,19642,19673,19451,19462
2024/8/5,13:30:00,19457,19489,19374,19374
2024/8/6,08:45:00,20395,20673,20394,20668
2024/8/6,09:00:00,20668,20672,20409,20437
2024/8/6,09:15:00,20438,20440,20125,20281
2024/8/6,09:30:00,20280,20312,19589,19874
2024/8/6,09:45:00,19872,20184,19708,20016
2024/8/6,10:00:00,20023,20257,19888,20003
2024/8/6,10:15:00,20000,20144,19960,20127
2024/8/6,10:30:00,20122,20343,20096,20333
2024/8/6,10:45:00,20334,20371,20190,20233
2024/8/6,11:00:00,20229,20352,20229,20276
2024/8/6,11:15:00,20282,20503,20275,20489
2024/8/6,11:30:00,20490,20649,20469,20596
2024/8/6,11:45:00,20594,20790,20525,20542
2024/8/6,12:00:00,20546,20640,20467,20577
2024/8/6,12:15:00,20576,20666,20516,20621
2024/8/6,12:30:00,20620,20633,20487,20488
2024/8/6,12:45:00,20486,20495,20330,20417
2024/8/6,13:00:00,20418,20446,20254,20320
2024/8/6,13:15:00,20317,20463,20316,20441
2024/8/6,13:30:00,20441,20540,20402,20420
2024/8/7,08:45:00,20500,20675,20494,20652
2024/8/7,09:00:00,20653,20880,20580,20768
2024/8/7,09:15:00,20770,20900,20717,20896
2024/8/7,09:30:00,20899,20999,20890,20975
2024/8/7,09:45:00,20975,21182,20971,21158
2024/8/7,10:00:00,21155,21160,21003,21124
2024/8/7,10:15:00,21128,21295,21055,21263
2024/8/7,10:30:00,21262,21313,21187,21199
2024/8/7,10:45:00,21201,21275,21110,21172
2024/8/7,11:00:00,21174,21261,21150,21219
2024/8/7,11:15:00,21217,21237,21132,21182
2024/8/7,11:30:00,21184,21248,21135,21243
2024/8/7,11:45:00,21241,21279,21165,21234
2024/8/7,12:00:00,21235,21295,21219,21277
2024/8/7,12:15:00,21278,21306,21231,21282
2024/8/7,12:30:00,21283,21335,21260,21278
2024/8/7,12:45:00,21277,21293,21193,21200
2024/8/7,13:00:00,21198,21245,21176,21218
2024/8/7,13:15:00,21218,21263,21211,21232
2024/8/7,13:30:00,21233,21237,21129,21131
2024/8/8,08:45:00,20680,20793,20545,20778
2024/8/8,09:00:00,20777,20897,20730,20841
2024/8/8,09:15:00,20842,20915,20703,20800
2024/8/8,09:30:00,20799,20850,20656,20680
2024/8/8,09:45:00,20680,20847,20623,20823
2024/8/8,10:00:00,20825,20997,20825,20993
2024/8/8,10:15:00,20993,21056,20924,20969
2024/8/8,10:30:00,20967,20998,20884,20905
2024/8/8,10:45:00,20902,20966,20864,20948
2024/8/8,11:00:00,20947,20980,20911,20953
2024/8/8,11:15:00,20953,21082,20929,21038
2024/8/8,11:30:00,21037,21056,20981,21002
2024/8/8,11:45:00,21003,21074,20919,20945
2024/8/8,12:00:00,20945,20962,20870,20921
2024/8/8,12:15:00,20921,20966,20895,20902
2024/8/8,12:30:00,20902,20918,20777,20809
2024/8/8,12:45:00,20809,20847,20737,20808
2024/8/8,13:00:00,20808,20865,20808,20845
2024/8/8,13:15:00,20845,20875,20782,20794
2024/8/8,13:30:00,20794,20842,20691,20696
2024/8/9,08:45:00,21305,21399,21032,21318
2024/8/9,09:00:00,21315,21410,21261,21323
2024/8/9,09:15:00,21324,21386,21236,21380
2024/8/9,09:30:00,21378,21522,21340,21491
2024/8/9,09:45:00,21490,21515,21423,21460
2024/8/9,10:00:00,21457,21518,21413,21492
2024/8/9,10:15:00,21492,21516,21433,21485
2024/8/9,10:30:00,21485,21550,21476,21546
2024/8/9,10:45:00,21545,21557,21524,21541
2024/8/9,11:00:00,21540,21593,21540,21573
2024/8/9,11:15:00,21574,21576,21480,21497
2024/8/9,11:30:00,21499,21510,21457,21485
2024/8/9,11:45:00,21485,21526,21468,21526
2024/8/9,12:00:00,21525,21563,21516,21552
2024/8/9,12:15:00,21553,21555,21492,21493
2024/8/9,12:30:00,21497,21510,21423,21445
2024/8/9,12:45:00,21445,21446,21254,21308
2024/8/9,13:00:00,21306,21370,21233,21365
2024/8/9,13:15:00,21363,21418,21339,21416
2024/8/9,13:30:00,21415,21535,21410,21481
2024/8/12,08:45:00,21650,21779,21600,21646
2024/8/12,09:00:00,21643,21766,21606,21745
2024/8/12,09:15:00,21743,21845,21735,21783
2024/8/12,09:30:00,21783,21895,21767,21799
2024/8/12,09:45:00,21801,21835,21720,21728
2024/8/12,10:00:00,21728,21812,21702,21800
2024/8/12,10:15:00,21802,21820,21720,21794
2024/8/12,10:30:00,21793,21817,21759,21790
2024/8/12,10:45:00,21790,21815,21764,21775
2024/8/12,11:00:00,21775,21836,21742,21810
2024/8/12,11:15:00,21808,21811,21758,21772
2024/8/12,11:30:00,21771,21780,21726,21751
2024/8/12,11:45:00,21752,21788,21747,21778
2024/8/12,12:00:00,21778,21796,21761,21763
2024/8/12,12:15:00,21761,21784,21743,21776
2024/8/12,12:30:00,21777,21787,21765,21779
2024/8/12,12:45:00,21779,21784,21653,21655
2024/8/12,13:00:00,21656,21691,21628,21681
2024/8/12,13:15:00,21679,21699,21662,21694
2024/8/12,13:30:00,21692,21707,21664,21677
2024/8/13,08:45:00,21848,21898,21810,21872
2024/8/13,09:00:00,21872,21880,21724,21769
2024/8/13,09:15:00,21770,21825,21706,21759
2024/8/13,09:30:00,21759,21850,21751,21814
2024/8/13,09:45:00,21812,21825,21727,21737
2024/8/13,10:00:00,21738,21780,21690,21694
2024/8/13,10:15:00,21693,21741,21671,21674
2024/8/13,10:30:00,21674,21759,21662,21750
2024/8/13,10:45:00,21750,21767,21721,21737
2024/8/13,11:00:00,21736,21759,21723,21728
2024/8/13,11:15:00,21726,21756,21693,21729
2024/8/13,11:30:00,21728,21734,21696,21728
2024/8/13,11:45:00,21728,21735,21698,21708
2024/8/13,12:00:00,21706,21728,21688,21721
2024/8/13,12:15:00,21724,21745,21712,21739
2024/8/13,12:30:00,21740,21812,21734,21797
2024/8/13,12:45:00,21798,21817,21789,21793
2024/8/13,13:00:00,21793,21804,21758,21760
2024/8/13,13:15:00,21758,21775,21748,21769
2024/8/13,13:30:00,21769,21778,21743,21769
2024/8/14,08:45:00,22104,22132,21962,22035
2024/8/14,09:00:00,22037,22100,21975,22046
2024/8/14,09:15:00,22045,22068,21985,22035
2024/8/14,09:30:00,22035,22158,22017,22142
2024/8/14,09:45:00,22145,22156,22061,22075
2024/8/14,10:00:00,22074,22097,21927,21950
2024/8/14,10:15:00,21951,21973,21908,21934
2024/8/14,10:30:00,21934,22011,21923,21999
2024/8/14,10:45:00,22000,22014,21971,21993
2024/8/14,11:00:00,21993,21996,21958,21969
2024/8/14,11:15:00,21969,22021,21969,21988
2024/8/14,11:30:00,21985,22015,21977,22013
2024/8/14,11:45:00,22011,22025,21977,21984
2024/8/14,12:00:00,21984,22004,21965,21992
2024/8/14,12:15:00,21992,22000,21979,21989
2024/8/14,12:30:00,21987,22008,21971,21992
2024/8/14,12:45:00,21990,22011,21973,21986
2024/8/14,13:00:00,21984,22014,21969,22000
2024/8/14,13:15:00,22000,22009,21988,21993
2024/8/14,13:30:00,21992,22015,21954,21978
2024/8/15,08:45:00,21993,22097,21982,22065
2024/8/15,09:00:00,22064,22114,22020,22045
2024/8/15,09:15:00,22046,22064,21919,21931
2024/8/15,09:30:00,21931,21979,21883,21966
2024/8/15,09:45:00,21966,22028,21960,21973
2024/8/15,10:00:00,21972,21996,21936,21992
2024/8/15,10:15:00,21991,22017,21960,21976
2024/8/15,10:30:00,21979,22022,21958,22020
2024/8/15,10:45:00,22017,22058,22007,22012
2024/8/15,11:00:00,22013,22034,21993,22030
2024/8/15,11:15:00,22030,22040,22012,22024
2024/8/15,11:30:00,22022,22043,21993,21994
2024/8/15,11:45:00,21996,22012,21983,22005
2024/8/15,12:00:00,22007,22018,21993,22003
2024/8/15,12:15:00,22003,22009,21985,21991
2024/8/15,12:30:00,21993,22005,21955,21965
2024/8/15,12:45:00,21964,21970,21942,21947
2024/8/15,13:00:00,21947,21950,21905,21919
2024/8/15,13:15:00,21918,21930,21890,21896
2024/8/15,13:30:00,21895,21903,21836,21840
2024/8/16,08:45:00,22324,22385,22294,22366
2024/8/16,09:00:00,22366,22368,22277,22332
2024/8/16,09:15:00,22333,22399,22318,22387
2024/8/16,09:30:00,22385,22447,22381,22435
2024/8/16,09:45:00,22432,22438,22285,22313
2024/8/16,10:00:00,22311,22362,22289,22360
2024/8/16,10:15:00,22359,22396,22341,22350
2024/8/16,10:30:00,22353,22369,22334,22355
2024/8/16,10:45:00,22357,22374,22339,22370
2024/8/16,11:00:00,22369,22388,22348,22370
2024/8/16,11:15:00,22371,22379,22338,22358
2024/8/16,11:30:00,22358,22395,22356,22370
2024/8/16,11:45:00,22370,22403,22370,22380
2024/8/16,12:00:00,22381,22397,22363,22366
2024/8/16,12:15:00,22366,22405,22366,22400
2024/8/16,12:30:00,22398,22405,22365,22375
2024/8/16,12:45:00,22376,22392,22373,22381
2024/8/16,13:00:00,22379,22381,22368,22370
2024/8/16,13:15:00,22370,22380,22351,22362
2024/8/16,13:30:00,22363,22376,22353,22367
2024/8/19,08:45:00,22400,22458,22390,22400
2024/8/19,09:00:00,22402,22425,22347,22397
2024/8/19,09:15:00,22399,22417,22346,22350
2024/8/19,09:30:00,22347,22403,22347,22359
2024/8/19,09:45:00,22356,22407,22320,22391
2024/8/19,10:00:00,22391,22420,22371,22393
2024/8/19,10:15:00,22393,22417,22390,22407
2024/8/19,10:30:00,22407,22436,22380,22431
2024/8/19,10:45:00,22428,22514,22428,22479
2024/8/19,11:00:00,22479,22495,22470,22476
2024/8/19,11:15:00,22477,22506,22466,22494
2024/8/19,11:30:00,22493,22521,22444,22450
2024/8/19,11:45:00,22450,22461,22412,22438
2024/8/19,12:00:00,22438,22447,22360,22414
2024/8/19,12:15:00,22413,22418,22389,22397
2024/8/19,12:30:00,22398,22403,22335,22343
2024/8/19,12:45:00,22343,22362,22331,22358
2024/8/19,13:00:00,22357,22370,22342,22358
2024/8/19,13:15:00,22355,22375,22343,22369
2024/8/19,13:30:00,22367,22376,22340,22361
2024/8/20,08:45:00,22555,22565,22528,22549
2024/8/20,09:00:00,22548,22574,22508,22545
2024/8/20,09:15:00,22546,22564,22490,22496
2024/8/20,09:30:00,22497,22535,22474,22528
2024/8/20,09:45:00,22525,22531,22488,22496
2024/8/20,10:00:00,22495,22544,22485,22540
2024/8/20,10:15:00,22541,22542,22464,22489
2024/8/20,10:30:00,22489,22508,22465,22473
2024/8/20,10:45:00,22474,22497,22465,22497
2024/8/20,11:00:00,22497,22511,22486,22500
2024/8/20,11:15:00,22499,22510,22443,22451
2024/8/20,11:30:00,22453,22464,22437,22464
2024/8/20,11:45:00,22463,22464,22432,22437
2024/8/20,12:00:00,22437,22449,22398,22446
2024/8/20,12:15:00,22446,22468,22442,22465
2024/8/20,12:30:00,22465,22472,22436,22443
2024/8/20,12:45:00,22443,22449,22417,22420
2024/8/20,13:00:00,22418,22436,22389,22399
2024/8/20,13:15:00,22399,22418,22389,22417
2024/8/20,13:30:00,22418,22441,22411,22436
2024/8/21,08:45:00,22311,22320,22263,22303
2024/8/21,09:00:00,22305,22323,22230,22277
2024/8/21,09:15:00,22282,22305,22243,22280
2024/8/21,09:30:00,22279,22344,22255,22304
2024/8/21,09:45:00,22306,22333,22293,22310
2024/8/21,10:00:00,22310,22312,22248,22254
2024/8/21,10:15:00,22254,22297,22248,22297
2024/8/21,10:30:00,22298,22311,22267,22269
2024/8/21,10:45:00,22268,22279,22246,22253
2024/8/21,11:00:00,22249,22252,22190,22238
2024/8/21,11:15:00,22239,22254,22222,22234
2024/8/21,11:30:00,22233,22243,22222,22228
2024/8/21,11:45:00,22229,22232,22204,22211
2024/8/21,12:00:00,22210,22224,22192,22215
2024/8/21,12:15:00,22217,22251,22214,22240
2024/8/21,12:30:00,22239,22241,22187,22190
2024/8/21,12:45:00,22190,22196,22151,22170
2024/8/21,13:00:00,22170,22200,22167,22200
2024/8/21,13:15:00,22198,22204,22196,22200
2024/8/22,08:45:00,22229,22277,22205,22208
2024/8/22,09:00:00,22208,22246,22190,22196
2024/8/22,09:15:00,22195,22219,22157,22212
2024/8/22,09:30:00,22213,22213,22134,22144
2024/8/22,09:45:00,22143,22197,22120,22171
2024/8/22,10:00:00,22174,22174,22084,22093
2024/8/22,10:15:00,22094,22105,22045,22048
2024/8/22,10:30:00,22049,22085,22026,22064
2024/8/22,10:45:00,22061,22086,22048,22083
2024/8/22,11:00:00,22085,22137,22073,22073
2024/8/22,11:15:00,22074,22095,22065,22092
2024/8/22,11:30:00,22093,22108,22075,22089
2024/8/22,11:45:00,22089,22090,22058,22060
2024/8/22,12:00:00,22062,22116,22061,22093
2024/8/22,12:15:00,22092,22094,22049,22049
2024/8/22,12:30:00,22050,22100,22045,22099
2024/8/22,12:45:00,22100,22105,22080,22098
2024/8/22,13:00:00,22096,22118,22093,22098
2024/8/22,13:15:00,22099,22105,22078,22093
2024/8/22,13:30:00,22091,22116,22080,22100
2024/8/23,08:45:00,21942,21984,21882,21923
2024/8/23,09:00:00,21925,21999,21892,21931
2024/8/23,09:15:00,21932,21973,21865,21953
2024/8/23,09:30:00,21951,21974,21918,21955
2024/8/23,09:45:00,21951,21961,21892,21903
2024/8/23,10:00:00,21901,21972,21896,21963
2024/8/23,10:15:00,21963,21974,21915,21919
2024/8/23,10:30:00,21918,21954,21900,21950
2024/8/23,10:45:00,21948,21959,21927,21959
2024/8/23,11:00:00,21958,21963,21941,21955
2024/8/23,11:15:00,21954,21961,21937,21948
2024/8/23,11:30:00,21949,22032,21932,22021
2024/8/23,11:45:00,22021,22063,22010,22056
2024/8/23,12:00:00,22055,22137,22054,22104
2024/8/23,12:15:00,22104,22108,22080,22084
2024/8/23,12:30:00,22083,22128,22083,22123
2024/8/23,12:45:00,22124,22170,22124,22140
2024/8/23,13:00:00,22139,22153,22126,22134
2024/8/23,13:15:00,22133,22146,22113,22122
2024/8/23,13:30:00,22120,22133,22105,22129
2024/8/26,08:45:00,22230,22298,22222,22287
2024/8/26,09:00:00,22286,22430,22275,22405
2024/8/26,09:15:00,22402,22450,22378,22403
2024/8/26,09:30:00,22405,22446,22365,22384
2024/8/26,09:45:00,22383,22411,22355,22403
2024/8/26,10:00:00,22403,22421,22338,22377
2024/8/26,10:15:00,22377,22395,22325,22343
2024/8/26,10:30:00,22342,22371,22304,22336
2024/8/26,10:45:00,22338,22341,22256,22278
2024/8/26,11:00:00,22279,22311,22272,22288
